,ZIP_CODE,NAMELSAD
4920,20861,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4921,20862,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4922,20866,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4923,20868,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4924,20871,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4925,20872,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4926,20874,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4927,20876,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4928,20877,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4929,20878,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4930,20879,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4931,20880,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4932,20882,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4933,20886,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4934,20895,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4935,20896,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4936,20901,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4937,20902,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4938,20903,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4939,20904,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4940,20905,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4941,20906,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4942,20910,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4943,20912,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4944,21001,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4945,21005,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4946,21009,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4947,21010,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4948,21012,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4949,21013,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4950,21014,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4951,21015,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4952,21017,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4953,21028,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4954,21029,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4955,21030,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4956,21031,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4957,21032,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4958,21034,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
4959,21034,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4960,21035,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4961,21036,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4962,21037,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4963,21040,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4964,21042,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4965,21043,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4966,21044,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4967,21045,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4968,21046,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4969,21047,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4970,21048,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4971,21050,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4972,21051,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4973,21052,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4974,21053,"Harrisburg-York-Lebanon, PA CSA"
4975,21053,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4976,21054,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4977,21056,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4978,21057,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4979,21060,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4980,21061,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4981,21071,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4982,21074,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4983,21075,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4984,21076,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4985,21077,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4986,21078,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
4987,21078,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4988,21082,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4989,21084,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4990,21085,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4991,21087,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4992,21090,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4993,21093,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4994,21102,"Harrisburg-York-Lebanon, PA CSA"
4995,21102,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4996,21104,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4997,21108,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4998,21111,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
4999,21113,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5000,21114,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5001,21117,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5002,21120,"Harrisburg-York-Lebanon, PA CSA"
5003,21120,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5004,21122,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5005,21128,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5006,21131,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5007,21132,"Harrisburg-York-Lebanon, PA CSA"
5008,21132,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5009,21133,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5010,21136,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5011,21140,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5012,21144,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5013,21146,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5014,21152,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5015,21153,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5016,21154,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5017,21155,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5018,21156,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5019,21157,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5020,21158,"Harrisburg-York-Lebanon, PA CSA"
5021,21158,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5022,21160,"Harrisburg-York-Lebanon, PA CSA"
5023,21160,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5024,21161,"Harrisburg-York-Lebanon, PA CSA"
5025,21161,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5026,21162,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5027,21163,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5028,21201,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5029,21202,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5030,21204,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5031,21205,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5032,21206,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5033,21207,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5034,21208,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5035,21209,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5036,21210,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5037,21211,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5038,21212,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5039,21213,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5040,21214,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5041,21215,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5042,21216,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5043,21217,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5044,21218,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5045,21219,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5046,21220,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5047,21221,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5048,21222,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5049,21223,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5050,21224,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5051,21225,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5052,21226,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5053,21227,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5054,21228,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5055,21229,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5056,21230,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5057,21231,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5058,21234,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5059,21236,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5060,21237,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5061,21239,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5062,21240,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5063,21244,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5064,21250,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5065,21251,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5066,21252,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5067,21286,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5068,21287,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5069,21401,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5070,21402,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5071,21403,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5072,21405,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5073,21409,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5074,21531,"Morgantown-Fairmont, WV CSA"
5075,21536,"Johnstown-Somerset, PA CSA"
5076,21545,"Johnstown-Somerset, PA CSA"
5077,21550,"Morgantown-Fairmont, WV CSA"
5078,21555,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5079,21601,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5080,21607,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5081,21610,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
5082,21612,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5083,21613,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5084,21617,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5085,21619,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5086,21620,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5087,21622,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5088,21623,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5089,21624,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5090,21625,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5091,21626,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5092,21627,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5093,21628,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5094,21629,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
5095,21629,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5096,21631,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5097,21632,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5098,21634,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5099,21635,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
5100,21636,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
5101,21638,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5102,21639,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
5103,21640,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
5104,21640,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5105,21643,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5106,21644,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5107,21645,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
5108,21647,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5109,21648,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5110,21649,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
5111,21649,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5112,21650,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
5113,21651,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
5114,21651,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5115,21652,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5116,21654,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5117,21655,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5118,21657,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5119,21658,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5120,21659,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5121,21660,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5122,21661,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5123,21662,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5124,21663,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5125,21665,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5126,21666,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5127,21668,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5128,21669,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5129,21671,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5130,21672,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5131,21673,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5132,21675,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5133,21676,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5134,21677,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5135,21679,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5136,21701,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5137,21702,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5138,21703,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5139,21704,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5140,21710,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5141,21711,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5142,21713,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5143,21716,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5144,21718,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5145,21719,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5146,21722,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5147,21723,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5148,21727,"Harrisburg-York-Lebanon, PA CSA"
5149,21727,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5150,21733,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5151,21737,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5152,21738,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5153,21740,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5154,21742,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5155,21750,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5156,21754,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5157,21755,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5158,21756,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5159,21757,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5160,21758,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5161,21766,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5162,21767,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5163,21769,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5164,21770,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5165,21771,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5166,21773,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5167,21774,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5168,21776,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5169,21777,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5170,21778,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5171,21779,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5172,21780,"Harrisburg-York-Lebanon, PA CSA"
5173,21780,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5174,21782,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5175,21783,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5176,21784,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5177,21787,"Harrisburg-York-Lebanon, PA CSA"
5178,21787,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5179,21788,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5180,21790,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5181,21791,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5182,21793,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5183,21794,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5184,21795,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5185,21797,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5186,21798,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5187,21830,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5188,21835,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5189,21837,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5190,21840,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5191,21856,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5192,21861,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5193,21869,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5194,21901,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
5195,21903,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
5196,21903,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5197,21904,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
5198,21904,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5199,21911,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
5200,21912,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
5201,21913,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
5202,21914,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
5203,21915,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
5204,21917,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
5205,21918,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
5206,21918,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5207,21919,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
5208,21921,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
5209,21930,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA"
5210,22003,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5211,22015,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5212,22025,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5213,22026,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5214,22027,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5215,22030,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5216,22031,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5217,22032,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5218,22033,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5219,22039,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5220,22041,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5221,22042,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5222,22043,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5223,22044,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5224,22046,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5225,22060,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5226,22066,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5227,22067,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5228,22079,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5229,22101,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5230,22102,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5231,22124,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5232,22125,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5233,22134,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5234,22150,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5235,22151,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5236,22152,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5237,22153,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5238,22172,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5239,22180,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5240,22181,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5241,22182,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5242,22191,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5243,22192,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5244,22193,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5245,22201,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5246,22202,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5247,22203,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5248,22204,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5249,22205,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5250,22206,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5251,22207,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5252,22209,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5253,22211,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5254,22213,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5255,22301,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5256,22302,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5257,22303,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5258,22304,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5259,22305,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5260,22306,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5261,22307,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5262,22308,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5263,22309,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5264,22310,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
5265,22311,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA CSA"
